,Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
502,28,alert,NOUN,"noun, singular or mass",NN,O,
503,28,and,CCONJ,"conjunction, coordinating",CC,O,
504,28,getting,VERB,"verb, gerund or present participle",VBG,O,
505,28,ready,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
506,28,.,PUNCT,"punctuation mark, sentence closer",.,O,
507,29,"
",SPACE,whitespace,_SP,O,
508,29,It,PRON,"pronoun, personal",PRP,O,
509,29,is,AUX,"verb, 3rd person singular present",VBZ,O,
510,29,about,ADP,"conjunction, subordinating or preposition",IN,O,
511,29,adopting,VERB,"verb, gerund or present participle",VBG,O,
512,29,a,DET,determiner,DT,O,
513,29,risk,NOUN,"noun, singular or mass",NN,O,
514,29,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
515,29,based,VERB,"verb, past participle",VBN,O,
516,29,approach,NOUN,"noun, singular or mass",NN,O,
517,29,",",PUNCT,"punctuation mark, comma",",",O,
518,29,making,VERB,"verb, gerund or present participle",VBG,O,
519,29,intelligent,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
520,29,choices,NOUN,"noun, plural",NNS,O,
521,29,",",PUNCT,"punctuation mark, comma",",",O,
522,29,and,CCONJ,"conjunction, coordinating",CC,O,
523,29,comprehensively,ADV,adverb,RB,O,
524,29,calibrating,VERB,"verb, gerund or present participle",VBG,O,
525,29,our,PRON,"pronoun, possessive",PRP$,O,
526,29,tools,NOUN,"noun, plural",NNS,O,
527,29,and,CCONJ,"conjunction, coordinating",CC,O,
528,29,measures,NOUN,"noun, plural",NNS,O,
529,29,to,PART,"infinitival ""to""",TO,O,
530,29,keep,VERB,"verb, base form",VB,O,
531,29,surges,NOUN,"noun, plural",NNS,O,
532,29,at,ADP,"conjunction, subordinating or preposition",IN,O,
533,29,bay,NOUN,"noun, singular or mass",NN,O,
534,29,.,PUNCT,"punctuation mark, sentence closer",.,O,
535,30,"
",SPACE,whitespace,_SP,O,
536,30,During,ADP,"conjunction, subordinating or preposition",IN,O,
537,30,the,DET,determiner,DT,O,
538,30,Delta,PROPN,"noun, proper singular",NNP,B,LOC
539,30,surge,NOUN,"noun, singular or mass",NN,O,
540,30,",",PUNCT,"punctuation mark, comma",",",O,
541,30,the,DET,determiner,DT,O,
542,30,Philippines,PROPN,"noun, proper plural",NNPS,B,GPE
543,30,used,VERB,"verb, past tense",VBD,O,
544,30,strict,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
545,30,border,NOUN,"noun, singular or mass",NN,O,
546,30,control,NOUN,"noun, singular or mass",NN,O,
547,30,to,PART,"infinitival ""to""",TO,O,
548,30,delay,VERB,"verb, base form",VB,O,
549,30,the,DET,determiner,DT,O,
550,30,importation,NOUN,"noun, singular or mass",NN,O,
551,30,of,ADP,"conjunction, subordinating or preposition",IN,O,
552,30,the,DET,determiner,DT,O,
553,30,deadly,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
554,30,variant,NOUN,"noun, singular or mass",NN,O,
555,30,.,PUNCT,"punctuation mark, sentence closer",.,O,
556,31,"
",SPACE,whitespace,_SP,O,
557,32,But,CCONJ,"conjunction, coordinating",CC,O,
558,32,as,SCONJ,"conjunction, subordinating or preposition",IN,O,
559,32,we,PRON,"pronoun, personal",PRP,O,
560,32,know,VERB,"verb, non-3rd person singular present",VBP,O,
561,32,",",PUNCT,"punctuation mark, comma",",",O,
562,32,severe,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
563,32,movement,NOUN,"noun, singular or mass",NN,O,
564,32,restrictions,NOUN,"noun, plural",NNS,O,
565,32,and,CCONJ,"conjunction, coordinating",CC,O,
566,32,border,NOUN,"noun, singular or mass",NN,O,
567,32,control,NOUN,"noun, singular or mass",NN,O,
568,32,measures,NOUN,"noun, plural",NNS,O,
569,32,are,AUX,"verb, non-3rd person singular present",VBP,O,
570,32,not,PART,adverb,RB,O,
571,32,sustainable,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
572,32,.,PUNCT,"punctuation mark, sentence closer",.,O,
573,33,"
",SPACE,whitespace,_SP,O,
574,33,While,SCONJ,"conjunction, subordinating or preposition",IN,O,
575,33,these,DET,determiner,DT,O,
576,33,measures,NOUN,"noun, plural",NNS,O,
577,33,did,AUX,"verb, past tense",VBD,O,
578,33,buy,VERB,"verb, base form",VB,O,
579,33,some,DET,determiner,DT,O,
580,33,time,NOUN,"noun, singular or mass",NN,O,
581,33,for,SCONJ,"conjunction, subordinating or preposition",IN,O,
582,33,health,NOUN,"noun, singular or mass",NN,O,
583,33,authorities,NOUN,"noun, plural",NNS,O,
584,33,to,PART,"infinitival ""to""",TO,O,
585,33,strengthen,VERB,"verb, base form",VB,O,
586,33,the,DET,determiner,DT,O,
587,33,country,NOUN,"noun, singular or mass",NN,O,
588,33,’s,PART,possessive ending,POS,O,
589,33,health,NOUN,"noun, singular or mass",NN,O,
590,33,capacity,NOUN,"noun, singular or mass",NN,O,
591,33,",",PUNCT,"punctuation mark, comma",",",O,
592,33,the,DET,determiner,DT,O,
593,33,Delta,PROPN,"noun, proper singular",NNP,B,LOC
594,33,variant,NOUN,"noun, singular or mass",NN,O,
595,33,caused,VERB,"verb, past tense",VBD,O,
596,33,widespread,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
597,33,community,NOUN,"noun, singular or mass",NN,O,
598,33,transmission,NOUN,"noun, singular or mass",NN,O,
599,33,of,ADP,"conjunction, subordinating or preposition",IN,O,
600,33,the,DET,determiner,DT,O,
601,33,virus,NOUN,"noun, singular or mass",NN,O,
602,33,",",PUNCT,"punctuation mark, comma",",",O,
603,33,overwhelmed,VERB,"verb, past tense",VBD,O,
604,33,many,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
605,33,health,NOUN,"noun, singular or mass",NN,O,
606,33,facilities,NOUN,"noun, plural",NNS,O,
607,33,",",PUNCT,"punctuation mark, comma",",",O,
608,33,and,CCONJ,"conjunction, coordinating",CC,O,
609,33,brought,VERB,"verb, past tense",VBD,O,
610,33,tragic,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
611,33,losses,NOUN,"noun, plural",NNS,O,
612,33,in,ADP,"conjunction, subordinating or preposition",IN,O,
613,33,many,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
614,33,families,NOUN,"noun, plural",NNS,O,
615,33,.,PUNCT,"punctuation mark, sentence closer",.,O,
616,34,"
",SPACE,whitespace,_SP,O,
617,34,WHO,PRON,"wh-pronoun, personal",WP,O,
618,34,has,AUX,"verb, 3rd person singular present",VBZ,O,
619,34,been,AUX,"verb, past participle",VBN,O,
620,34,supporting,VERB,"verb, gerund or present participle",VBG,O,
621,34,the,DET,determiner,DT,O,
622,34,Philippines,PROPN,"noun, proper singular",NNP,B,GPE
623,34,with,ADP,"conjunction, subordinating or preposition",IN,O,
624,34,lifesaving,VERB,"verb, gerund or present participle",VBG,O,
625,34,vaccines,NOUN,"noun, plural",NNS,O,
626,34,from,ADP,"conjunction, subordinating or preposition",IN,O,
627,34,the,DET,determiner,DT,B,ORG
628,34,COVAX,PROPN,"noun, proper singular",NNP,I,ORG
629,34,Facility,PROPN,"noun, proper singular",NNP,I,ORG
630,34,.,PUNCT,"punctuation mark, sentence closer",.,O,
631,35,"
",SPACE,whitespace,_SP,O,
632,35,In,ADP,"conjunction, subordinating or preposition",IN,O,
633,35,addition,NOUN,"noun, singular or mass",NN,O,
634,35,",",PUNCT,"punctuation mark, comma",",",O,
635,35,the,DET,determiner,DT,O,
636,35,government,NOUN,"noun, singular or mass",NN,O,
637,35,procured,VERB,"verb, past tense",VBD,O,
638,35,vaccines,NOUN,"noun, plural",NNS,O,
639,35,from,ADP,"conjunction, subordinating or preposition",IN,O,
640,35,other,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
641,35,sources,NOUN,"noun, plural",NNS,O,
642,35,.,PUNCT,"punctuation mark, sentence closer",.,O,
643,36,"
",SPACE,whitespace,_SP,O,
644,36,These,DET,determiner,DT,O,
645,36,efforts,NOUN,"noun, plural",NNS,O,
646,36,resulted,VERB,"verb, past tense",VBD,O,
647,36,in,ADP,"conjunction, subordinating or preposition",IN,O,
648,36,accelerated,VERB,"verb, past participle",VBN,O,
649,36,vaccination,NOUN,"noun, singular or mass",NN,O,
650,36,in,ADP,"conjunction, subordinating or preposition",IN,O,
651,36,most,ADJ,"adjective, superlative",JJS,O,
652,36,parts,NOUN,"noun, plural",NNS,O,
653,36,of,ADP,"conjunction, subordinating or preposition",IN,O,
654,36,the,DET,determiner,DT,O,
655,36,country,NOUN,"noun, singular or mass",NN,O,
656,36,.,PUNCT,"punctuation mark, sentence closer",.,O,
657,37,"
",SPACE,whitespace,_SP,O,
658,37,However,ADV,adverb,RB,O,
659,37,",",PUNCT,"punctuation mark, comma",",",O,
660,37,large,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
661,37,pockets,NOUN,"noun, plural",NNS,O,
662,37,of,ADP,"conjunction, subordinating or preposition",IN,O,
663,37,unvaccinated,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
664,37,individuals,NOUN,"noun, plural",NNS,O,
665,37,remain,VERB,"verb, non-3rd person singular present",VBP,O,
666,37,in,ADP,"conjunction, subordinating or preposition",IN,O,
667,37,many,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
668,37,provinces,NOUN,"noun, plural",NNS,O,
669,37,and,CCONJ,"conjunction, coordinating",CC,O,
670,37,cities,NOUN,"noun, plural",NNS,O,
671,37,.,PUNCT,"punctuation mark, sentence closer",.,O,
672,38,"
",SPACE,whitespace,_SP,O,
673,38,These,DET,determiner,DT,O,
674,38,individuals,NOUN,"noun, plural",NNS,O,
675,38,are,AUX,"verb, non-3rd person singular present",VBP,O,
676,38,at,ADP,"conjunction, subordinating or preposition",IN,O,
677,38,risk,NOUN,"noun, singular or mass",NN,O,
678,38,of,ADP,"conjunction, subordinating or preposition",IN,O,
679,38,severe,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
680,38,infections,NOUN,"noun, plural",NNS,O,
681,38,and,CCONJ,"conjunction, coordinating",CC,O,
682,38,death,NOUN,"noun, singular or mass",NN,O,
683,38,.,PUNCT,"punctuation mark, sentence closer",.,O,
684,39,"
",SPACE,whitespace,_SP,O,
685,39,They,PRON,"pronoun, personal",PRP,O,
686,39,may,AUX,"verb, modal auxiliary",MD,O,
687,39,also,ADV,adverb,RB,O,
688,39,serve,VERB,"verb, base form",VB,O,
689,39,as,ADP,"conjunction, subordinating or preposition",IN,O,
690,39,reservoirs,NOUN,"noun, plural",NNS,O,
691,39,of,ADP,"conjunction, subordinating or preposition",IN,O,
692,39,intense,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
693,39,transmission,NOUN,"noun, singular or mass",NN,O,
694,39,and,CCONJ,"conjunction, coordinating",CC,O,
695,39,overwhelm,NOUN,"noun, singular or mass",NN,O,
696,39,healthcare,NOUN,"noun, singular or mass",NN,O,
697,39,capacities,NOUN,"noun, plural",NNS,O,
698,39,when,SCONJ,wh-adverb,WRB,O,
699,39,the,DET,determiner,DT,O,
700,39,next,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
701,39,wave,NOUN,"noun, singular or mass",NN,O,
702,39,strikes,VERB,"verb, 3rd person singular present",VBZ,O,
703,39,.,PUNCT,"punctuation mark, sentence closer",.,O,
704,40,"
",SPACE,whitespace,_SP,O,
705,40,In,ADP,"conjunction, subordinating or preposition",IN,O,
706,40,addition,NOUN,"noun, singular or mass",NN,O,
707,40,",",PUNCT,"punctuation mark, comma",",",O,
708,40,immunity,NOUN,"noun, singular or mass",NN,O,
709,40,gained,VERB,"verb, past participle",VBN,O,
710,40,from,ADP,"conjunction, subordinating or preposition",IN,O,
711,40,vaccinations,NOUN,"noun, plural",NNS,O,
712,40,and,CCONJ,"conjunction, coordinating",CC,O,
713,40,natural,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
714,40,infection,NOUN,"noun, singular or mass",NN,O,
715,40,may,AUX,"verb, modal auxiliary",MD,O,
716,40,wane,VERB,"verb, base form",VB,O,
717,40,over,ADP,"conjunction, subordinating or preposition",IN,O,
718,40,time,NOUN,"noun, singular or mass",NN,O,
719,40,",",PUNCT,"punctuation mark, comma",",",O,
720,40,making,VERB,"verb, gerund or present participle",VBG,O,
721,40,us,PRON,"pronoun, personal",PRP,O,
722,40,susceptible,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
723,40,again,ADV,adverb,RB,O,
724,40,.,PUNCT,"punctuation mark, sentence closer",.,O,
725,41,"
",SPACE,whitespace,_SP,O,
726,41,To,ADP,"conjunction, subordinating or preposition",IN,O,
727,41,date,NOUN,"noun, singular or mass",NN,O,
728,41,",",PUNCT,"punctuation mark, comma",",",O,
729,41,the,DET,determiner,DT,O,
730,41,country,NOUN,"noun, singular or mass",NN,O,
731,41,has,AUX,"verb, 3rd person singular present",VBZ,O,
732,41,vaccinated,VERB,"verb, past participle",VBN,O,
733,41,over,ADP,"conjunction, subordinating or preposition",IN,O,
734,41,63,NUM,cardinal number,CD,O,
735,41,million,NUM,cardinal number,CD,O,
736,41,Filipinos,PROPN,"noun, proper plural",NNPS,B,NORP
737,41,.,PUNCT,"punctuation mark, sentence closer",.,O,
738,42,"
",SPACE,whitespace,_SP,O,
739,42,This,PRON,determiner,DT,O,
740,42,is,AUX,"verb, 3rd person singular present",VBZ,O,
741,42,a,DET,determiner,DT,O,
742,42,considerable,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
743,42,feat,NOUN,"noun, singular or mass",NN,O,
744,42,.,PUNCT,"punctuation mark, sentence closer",.,O,
745,43,"
",SPACE,whitespace,_SP,O,
746,43,The,DET,determiner,DT,O,
747,43,credit,NOUN,"noun, singular or mass",NN,O,
748,43,goes,VERB,"verb, 3rd person singular present",VBZ,O,
749,43,to,ADP,"conjunction, subordinating or preposition",IN,O,
750,43,the,DET,determiner,DT,B,ORG
751,43,National,PROPN,"noun, proper singular",NNP,I,ORG
752,43,Vaccination,PROPN,"noun, proper singular",NNP,I,ORG
753,43,Operations,PROPN,"noun, proper plural",NNPS,I,ORG
754,43,Center,PROPN,"noun, proper singular",NNP,I,ORG
755,43,",",PUNCT,"punctuation mark, comma",",",O,
756,43,the,DET,determiner,DT,O,
757,43,local,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
758,43,government,NOUN,"noun, singular or mass",NN,O,
759,43,units,NOUN,"noun, plural",NNS,O,
760,43,",",PUNCT,"punctuation mark, comma",",",O,
761,43,and,CCONJ,"conjunction, coordinating",CC,O,
762,43,health,NOUN,"noun, singular or mass",NN,O,
763,43,workers,NOUN,"noun, plural",NNS,O,
764,43,and,CCONJ,"conjunction, coordinating",CC,O,
765,43,volunteers,NOUN,"noun, plural",NNS,O,
766,43,implementing,VERB,"verb, gerund or present participle",VBG,O,
767,43,vaccination,NOUN,"noun, singular or mass",NN,O,
768,43,drives,NOUN,"noun, plural",NNS,O,
769,43,.,PUNCT,"punctuation mark, sentence closer",.,O,
770,44,"
",SPACE,whitespace,_SP,O,
771,45,And,CCONJ,"conjunction, coordinating",CC,O,
772,45,yet,ADV,adverb,RB,O,
773,45,",",PUNCT,"punctuation mark, comma",",",O,
774,45,challenges,NOUN,"noun, plural",NNS,O,
775,45,remain,VERB,"verb, non-3rd person singular present",VBP,O,
776,45,",",PUNCT,"punctuation mark, comma",",",O,
777,45,with,ADP,"conjunction, subordinating or preposition",IN,O,
778,45,around,ADP,"conjunction, subordinating or preposition",IN,B,CARDINAL
779,45,2.4,NUM,cardinal number,CD,I,CARDINAL
780,45,million,NUM,cardinal number,CD,I,CARDINAL
781,45,senior,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
782,45,citizens,NOUN,"noun, plural",NNS,O,
783,45,not,PART,adverb,RB,O,
784,45,receiving,VERB,"verb, gerund or present participle",VBG,O,
785,45,a,DET,determiner,DT,O,
786,45,single,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
787,45,dose,NOUN,"noun, singular or mass",NN,O,
788,45,of,ADP,"conjunction, subordinating or preposition",IN,O,
789,45,COVID-19,PROPN,"noun, proper singular",NNP,O,
790,45,vaccines,NOUN,"noun, plural",NNS,O,
791,45,.,PUNCT,"punctuation mark, sentence closer",.,O,
792,46,"
",SPACE,whitespace,_SP,O,
793,46,Vaccinating,VERB,"verb, gerund or present participle",VBG,O,
794,46,the,DET,determiner,DT,O,
795,46,elderly,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
796,46,must,AUX,"verb, modal auxiliary",MD,O,
797,46,be,AUX,"verb, base form",VB,O,
798,46,an,DET,determiner,DT,O,
799,46,absolute,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
800,46,priority,NOUN,"noun, singular or mass",NN,O,
801,46,as,SCONJ,"conjunction, subordinating or preposition",IN,O,
802,46,they,PRON,"pronoun, personal",PRP,O,
803,46,are,AUX,"verb, non-3rd person singular present",VBP,O,
804,46,at,ADP,"conjunction, subordinating or preposition",IN,O,
805,46,high,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
806,46,risk,NOUN,"noun, singular or mass",NN,O,
807,46,of,ADP,"conjunction, subordinating or preposition",IN,O,
808,46,severe,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
809,46,disease,NOUN,"noun, singular or mass",NN,O,
810,46,and,CCONJ,"conjunction, coordinating",CC,O,
811,46,death,NOUN,"noun, singular or mass",NN,O,
812,46,from,ADP,"conjunction, subordinating or preposition",IN,O,
813,46,COVID-19,PROPN,"noun, proper singular",NNP,O,
814,46,.,PUNCT,"punctuation mark, sentence closer",.,O,
815,47,"
",SPACE,whitespace,_SP,O,
816,47,Other,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
817,47,high,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
818,47,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
819,47,risk,NOUN,"noun, singular or mass",NN,O,
820,47,groups,NOUN,"noun, plural",NNS,O,
821,47,include,VERB,"verb, non-3rd person singular present",VBP,O,
822,47,healthcare,NOUN,"noun, singular or mass",NN,O,
823,47,workers,NOUN,"noun, plural",NNS,O,
824,47,",",PUNCT,"punctuation mark, comma",",",O,
825,47,other,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
826,47,essential,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
827,47,frontline,NOUN,"noun, singular or mass",NN,O,
828,47,workers,NOUN,"noun, plural",NNS,O,
829,47,",",PUNCT,"punctuation mark, comma",",",O,
830,47,immunocompromised,VERB,"verb, past participle",VBN,O,
831,47,individuals,NOUN,"noun, plural",NNS,O,
832,47,",",PUNCT,"punctuation mark, comma",",",O,
833,47,and,CCONJ,"conjunction, coordinating",CC,O,
834,47,people,NOUN,"noun, plural",NNS,O,
835,47,with,ADP,"conjunction, subordinating or preposition",IN,O,
836,47,comorbidities,NOUN,"noun, plural",NNS,O,
837,47,.,PUNCT,"punctuation mark, sentence closer",.,O,
838,48,"
",SPACE,whitespace,_SP,O,
839,48,Until,SCONJ,"conjunction, subordinating or preposition",IN,O,
840,48,every,DET,determiner,DT,O,
841,48,priority,NOUN,"noun, singular or mass",NN,O,
842,48,group,NOUN,"noun, singular or mass",NN,O,
843,48,is,AUX,"verb, 3rd person singular present",VBZ,O,
844,48,protected,VERB,"verb, past participle",VBN,O,
845,48,",",PUNCT,"punctuation mark, comma",",",O,
846,48,no,DET,determiner,DT,O,
847,48,community,NOUN,"noun, singular or mass",NN,O,
848,48,is,AUX,"verb, 3rd person singular present",VBZ,O,
849,48,safe,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
850,48,.,PUNCT,"punctuation mark, sentence closer",.,O,
851,49,"
",SPACE,whitespace,_SP,O,
852,49,We,PRON,"pronoun, personal",PRP,O,
853,49,need,VERB,"verb, non-3rd person singular present",VBP,O,
854,49,more,ADJ,"adjective, comparative",JJR,O,
855,49,community,NOUN,"noun, singular or mass",NN,O,
856,49,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
857,49,based,VERB,"verb, past participle",VBN,O,
858,49,vaccinations,NOUN,"noun, plural",NNS,O,
859,49,at,ADP,"conjunction, subordinating or preposition",IN,O,
860,49,the,DET,determiner,DT,O,
861,49,barangay,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
862,49,level,NOUN,"noun, singular or mass",NN,O,
863,49,to,PART,"infinitival ""to""",TO,O,
864,49,reach,VERB,"verb, base form",VB,O,
865,49,the,DET,determiner,DT,O,
866,49,unvaccinated,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
867,49,.,PUNCT,"punctuation mark, sentence closer",.,O,
868,50,"
",SPACE,whitespace,_SP,O,
869,50,These,PRON,determiner,DT,O,
870,50,have,VERB,"verb, non-3rd person singular present",VBP,O,
871,50,to,PART,"infinitival ""to""",TO,O,
872,50,include,VERB,"verb, base form",VB,O,
873,50,house,NOUN,"noun, singular or mass",NN,O,
874,50,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
875,50,to,ADP,"conjunction, subordinating or preposition",IN,O,
876,50,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
877,50,house,NOUN,"noun, singular or mass",NN,O,
878,50,vaccinations,NOUN,"noun, plural",NNS,O,
879,50,or,CCONJ,"conjunction, coordinating",CC,O,
880,50,close,VERB,"verb, base form",VB,O,
881,50,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
882,50,to,ADP,"conjunction, subordinating or preposition",IN,O,
883,50,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
884,50,home,NOUN,"noun, singular or mass",NN,O,
885,50,vaccination,NOUN,"noun, singular or mass",NN,O,
886,50,drives,NOUN,"noun, plural",NNS,O,
887,50,.,PUNCT,"punctuation mark, sentence closer",.,O,
888,51,"
",SPACE,whitespace,_SP,O,
889,51,The,DET,determiner,DT,O,
890,51,transition,NOUN,"noun, singular or mass",NN,O,
891,51,from,ADP,"conjunction, subordinating or preposition",IN,O,
892,51,acute,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
893,51,pandemic,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
894,51,response,NOUN,"noun, singular or mass",NN,O,
895,51,to,ADP,"conjunction, subordinating or preposition",IN,O,
896,51,sustained,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
897,51,management,NOUN,"noun, singular or mass",NN,O,
898,51,of,ADP,"conjunction, subordinating or preposition",IN,O,
899,51,COVID-19,NOUN,"noun, singular or mass",NN,B,ORG
900,51,will,AUX,"verb, modal auxiliary",MD,O,
901,51,depend,VERB,"verb, base form",VB,O,
902,51,upon,SCONJ,"conjunction, subordinating or preposition",IN,O,
903,51,how,SCONJ,wh-adverb,WRB,O,
904,51,the,DET,determiner,DT,O,
905,51,virus,NOUN,"noun, singular or mass",NN,O,
906,51,evolves,VERB,"verb, 3rd person singular present",VBZ,O,
907,51,and,CCONJ,"conjunction, coordinating",CC,O,
908,51,a,DET,determiner,DT,O,
909,51,combination,NOUN,"noun, singular or mass",NN,O,
910,51,of,ADP,"conjunction, subordinating or preposition",IN,O,
911,51,vaccination,NOUN,"noun, singular or mass",NN,O,
912,51,",",PUNCT,"punctuation mark, comma",",",O,
913,51,public,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
914,51,health,NOUN,"noun, singular or mass",NN,O,
915,51,and,CCONJ,"conjunction, coordinating",CC,O,
916,51,social,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
917,51,measures,NOUN,"noun, plural",NNS,O,
918,51,and,CCONJ,"conjunction, coordinating",CC,O,
919,51,other,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
920,51,factors,NOUN,"noun, plural",NNS,O,
921,51,",",PUNCT,"punctuation mark, comma",",",O,
922,51,including,VERB,"verb, gerund or present participle",VBG,O,
923,51,the,DET,determiner,DT,O,
924,51, ,SPACE,whitespace,_SP,O,
925,51,https://www.who.int/philippines/news/detail/11-03-2022-opinion-is-the-pandemic-ending-soon,PROPN,"noun, proper singular",NNP,O,
926,51, ,SPACE,whitespace,_SP,O,
927,51,2/3,NUM,cardinal number,CD,B,CARDINAL
928,51, ,SPACE,whitespace,_SP,O,
929,51,3/15/22,NUM,cardinal number,CD,B,PRODUCT
930,51,",",PUNCT,"punctuation mark, comma",",",O,
931,51,10:32,NUM,cardinal number,CD,B,TIME
932,51,AM,NOUN,"noun, singular or mass",NN,I,TIME
933,51, ,SPACE,whitespace,_SP,O,
934,51,Is,AUX,"verb, 3rd person singular present",VBZ,O,
935,51,the,DET,determiner,DT,O,
936,51,pandemic,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
937,51,ending,NOUN,"noun, singular or mass",NN,O,
938,51,soon,ADV,adverb,RB,O,
939,51,?,PUNCT,"punctuation mark, sentence closer",.,O,
940,52,"
",SPACE,whitespace,_SP,O,
941,52,behavior,NOUN,"noun, singular or mass",NN,O,
942,52,of,ADP,"conjunction, subordinating or preposition",IN,O,
943,52,individuals,NOUN,"noun, plural",NNS,O,
944,52,.,PUNCT,"punctuation mark, sentence closer",.,O,
945,53,"
",SPACE,whitespace,_SP,O,
946,53,Filipinos,PROPN,"noun, proper plural",NNPS,O,
947,53,have,VERB,"verb, non-3rd person singular present",VBP,O,
948,53,high,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
949,53,compliance,NOUN,"noun, singular or mass",NN,O,
950,53,to,PART,"infinitival ""to""",TO,O,
951,53,mask,NOUN,"noun, singular or mass",NN,O,
952,53,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
953,53,wearing,VERB,"verb, gerund or present participle",VBG,O,
954,53,",",PUNCT,"punctuation mark, comma",",",O,
955,53,and,CCONJ,"conjunction, coordinating",CC,O,
956,53,we,PRON,"pronoun, personal",PRP,O,
957,53,must,AUX,"verb, modal auxiliary",MD,O,
958,53,keep,VERB,"verb, base form",VB,O,
959,53,this,DET,determiner,DT,O,
960,53,habit,NOUN,"noun, singular or mass",NN,O,
961,53,to,PART,"infinitival ""to""",TO,O,
962,53,prevent,VERB,"verb, base form",VB,O,
963,53,virus,NOUN,"noun, singular or mass",NN,O,
964,53,transmission,NOUN,"noun, singular or mass",NN,O,
965,53,and,CCONJ,"conjunction, coordinating",CC,O,
966,53,infection,NOUN,"noun, singular or mass",NN,O,
967,53,among,ADP,"conjunction, subordinating or preposition",IN,O,
968,53,the,DET,determiner,DT,O,
969,53,most,ADV,"adverb, superlative",RBS,O,
970,53,vulnerable,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
971,53,.,PUNCT,"punctuation mark, sentence closer",.,O,
972,54,"
",SPACE,whitespace,_SP,O,
973,54,Besides,ADV,adverb,RB,O,
974,54,",",PUNCT,"punctuation mark, comma",",",O,
975,54,mask,NOUN,"noun, singular or mass",NN,O,
976,54,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
977,54,wearing,VERB,"verb, gerund or present participle",VBG,O,
978,54,also,ADV,adverb,RB,O,
979,54,protects,VERB,"verb, 3rd person singular present",VBZ,O,
980,54,us,PRON,"pronoun, personal",PRP,O,
981,54,from,ADP,"conjunction, subordinating or preposition",IN,O,
982,54,other,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
983,54,infectious,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
984,54,diseases,NOUN,"noun, plural",NNS,O,
985,54,(,PUNCT,left round bracket,-LRB-,O,
986,54,e.g.,ADV,adverb,RB,O,
